created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2022-09-06T14:04:46+00:00,10551,28.60069,45.00000,15.20000,50.41053,11.26316,119.68421,75.59649,,,,
2022-09-06T14:05:17+00:00,10552,28.62224,45.00000,17.23276,57.52585,11.87931,120.18965,75.56896,,,,
2022-09-06T14:05:47+00:00,10553,28.63466,45.00000,17.09828,48.71553,12.15517,121.51724,75.55173,,,,
2022-09-06T14:06:17+00:00,10554,28.65105,45.00000,15.60000,44.99828,12.27586,121.82758,75.70689,,,,
2022-09-06T14:06:48+00:00,10555,28.66070,45.00000,18.42414,55.16725,13.01724,124.44827,76.01724,,,,
2022-09-06T14:07:18+00:00,10556,28.67510,45.00000,19.79825,64.12282,13.01754,127.61404,76.63158,,,,
2022-09-06T14:07:48+00:00,10557,28.68770,45.00000,19.41755,63.02808,13.03509,128.10527,76.89474,,,,
2022-09-06T14:08:18+00:00,10558,28.70665,45.00000,18.57018,61.39297,13.00000,128.70175,76.96491,,,,
2022-09-06T14:08:48+00:00,10559,28.70654,45.00000,18.71379,62.22070,14.51724,135.43103,77.91380,,,,
2022-09-06T14:09:19+00:00,10560,28.72171,45.00000,16.16551,45.66208,13.86207,136.22414,78.41380,,,,
2022-09-06T14:09:49+00:00,10561,28.73206,45.00000,18.26034,55.30690,15.91379,145.74138,79.56896,,,,
2022-09-06T14:10:19+00:00,10562,28.73896,45.00000,17.39310,50.25171,15.31034,150.84483,80.53448,,,,
2022-09-06T14:10:50+00:00,10563,28.74068,45.00000,14.00862,37.55173,13.84483,144.32759,80.24138,,,,
2022-09-06T14:11:20+00:00,10564,28.74655,45.00000,15.11380,46.63964,14.70690,145.74138,80.79311,,,,
2022-09-06T14:11:51+00:00,10565,28.74810,45.00000,16.58793,56.24310,15.62069,150.41379,81.67242,,,,
2022-09-06T14:12:21+00:00,10566,28.74845,45.01724,16.32758,55.36898,14.68966,149.60345,82.05173,,,,
2022-09-06T14:12:51+00:00,10567,28.74948,45.00000,18.28966,53.41034,15.96552,154.37930,82.89655,,,,
2022-09-06T14:13:22+00:00,10568,28.74983,45.00000,16.46897,47.88621,16.62069,160.03448,83.84483,,,,
2022-09-06T14:13:52+00:00,10569,28.75509,45.03509,14.43334,40.30350,15.71930,157.73685,84.21053,,,,
2022-09-06T14:14:22+00:00,10570,28.76562,45.03509,15.25614,43.63509,15.15790,155.66667,84.49123,,,,
2022-09-06T14:14:52+00:00,10571,28.77633,45.00000,14.31930,41.99999,15.78947,155.84210,84.70175,,,,
2022-09-06T14:15:22+00:00,10572,28.78485,45.00000,14.42414,43.17931,16.43103,159.87930,85.51724,,,,
2022-09-06T14:15:52+00:00,10573,28.79070,45.01724,14.12414,41.54310,16.25862,160.51724,86.10345,,,,
2022-09-06T14:16:23+00:00,10574,28.80329,45.00000,15.04655,49.81034,16.36207,160.93103,86.58620,,,,
2022-09-06T14:16:53+00:00,10575,28.82447,45.00000,14.94483,46.93794,16.51724,162.05173,86.94827,,,,
2022-09-06T14:17:23+00:00,10576,28.83068,45.00000,15.17241,50.19311,16.96552,164.56897,87.75862,,,,
2022-09-06T14:17:53+00:00,10577,28.83723,45.00000,14.88276,46.56552,17.12069,166.82759,88.44827,,,,
2022-09-06T14:18:24+00:00,10578,28.84740,45.00000,16.06897,50.46033,17.93103,173.01724,89.18965,,,,
2022-09-06T14:18:54+00:00,10579,28.85378,45.00000,14.29310,41.38448,17.22414,172.58621,89.75862,,,,
2022-09-06T14:19:25+00:00,10580,28.86189,45.00000,12.33276,35.92931,16.48276,168.20689,89.89655,,,,
2022-09-06T14:19:55+00:00,10581,28.87310,45.00000,11.98448,35.94482,15.91379,163.75862,89.72414,,,,
2022-09-06T14:20:25+00:00,10582,28.88311,45.00000,13.78793,38.69311,16.53448,166.08621,90.31035,,,,
2022-09-06T14:20:56+00:00,10583,28.90036,45.00000,14.23621,41.90345,17.34483,169.05173,90.82758,,,,
2022-09-06T14:21:26+00:00,10584,28.90174,45.00000,13.64655,38.94138,17.98276,173.22414,91.75862,,,,
2022-09-06T14:21:57+00:00,10585,28.90794,45.00000,15.41724,45.23275,18.74138,180.12070,92.74138,,,,
2022-09-06T14:22:27+00:00,10586,28.92002,45.00000,14.50000,42.87413,19.12069,183.12070,93.79311,,,,
2022-09-06T14:22:57+00:00,10587,28.91604,45.00000,18.18793,58.49311,19.77586,188.98276,94.82758,,,,
2022-09-06T14:23:28+00:00,10588,28.91190,45.00000,17.02414,53.98448,19.81034,191.10345,95.75862,,,,
2022-09-06T14:23:58+00:00,10589,28.90966,45.00000,16.02758,48.31551,19.86207,191.32759,96.79311,,,,
2022-09-06T14:24:29+00:00,10590,28.91173,45.00000,15.69311,49.10517,20.00000,191.63792,97.48276,,,,
2022-09-06T14:24:59+00:00,10591,28.91604,45.00000,16.34138,50.09827,20.25862,192.91379,98.39655,,,,
2022-09-06T14:25:29+00:00,10592,28.91725,45.00000,17.31207,51.54655,20.32759,193.58621,99.06896,,,,
2022-09-06T14:26:00+00:00,10593,28.91639,45.00000,18.30345,57.03793,20.50000,194.44827,99.94827,,,,
2022-09-06T14:26:30+00:00,10594,28.90381,45.00000,17.72069,54.82586,20.75862,195.89655,100.74138,,,,
2022-09-06T14:27:00+00:00,10595,28.89949,45.00000,17.04737,51.33508,20.59649,196.47368,101.40351,,,,
2022-09-06T14:27:30+00:00,10596,28.89844,45.00000,16.43684,47.17719,20.42105,195.31580,101.85965,,,,
2022-09-06T14:28:00+00:00,10597,28.88615,45.00000,18.48596,61.32809,20.64912,196.70175,102.75439,,,,
2022-09-06T14:28:30+00:00,10598,28.87228,45.00000,18.76316,61.83333,20.84211,198.08772,103.43860,,,,
2022-09-06T14:29:01+00:00,10599,28.86139,45.00000,21.54911,72.08245,20.77193,199.64912,104.24561,,,,
2022-09-06T14:29:31+00:00,10600,28.85771,45.00000,21.55965,71.13859,20.66667,201.00000,104.78947,,,,
2022-09-06T14:30:01+00:00,10601,28.85395,45.00000,19.79138,62.48103,20.56897,200.82759,105.24138,,,,
2022-09-06T14:30:31+00:00,10602,28.84648,45.00000,19.67719,64.14912,20.57895,200.66667,105.84210,,,,
2022-09-06T14:31:01+00:00,10603,28.83578,45.00000,19.49473,59.65965,20.47368,201.05263,106.33334,,,,
2022-09-06T14:31:31+00:00,10604,28.82595,45.00000,18.89298,58.00702,20.61403,201.19298,106.77193,,,,
2022-09-06T14:32:01+00:00,10605,28.81615,45.00000,18.73684,56.87190,20.61403,201.87720,107.17544,,,,
2022-09-06T14:32:31+00:00,10606,28.80950,45.00000,18.32632,53.54911,20.49123,201.59650,107.75439,,,,
2022-09-06T14:33:02+00:00,10607,28.79896,45.00000,19.16140,55.81578,20.40351,201.49123,108.22807,,,,
2022-09-06T14:33:32+00:00,10608,28.79124,45.00000,17.04210,46.98598,20.40351,201.03510,108.56140,,,,
2022-09-06T14:34:02+00:00,10609,28.78404,45.00000,17.90701,52.88596,20.33333,200.82455,108.77193,,,,
2022-09-06T14:34:32+00:00,10610,28.76352,45.00000,18.72631,56.21931,20.54386,201.14035,109.17544,,,,
2022-09-06T14:35:02+00:00,10611,28.75649,45.00000,19.76492,61.38071,20.70175,202.33333,109.57895,,,,
2022-09-06T14:35:32+00:00,10612,28.74965,45.12281,19.91052,62.76841,20.54386,203.10527,110.05264,,,,
2022-09-06T14:36:02+00:00,10613,28.74684,45.89474,19.63684,60.81228,20.43860,202.84210,110.49123,,,,
2022-09-06T14:36:32+00:00,10614,28.74105,46.00000,18.42456,56.92806,20.57895,203.00000,110.94736,,,,
2022-09-06T14:37:02+00:00,10615,28.73929,46.00000,19.23158,61.07719,20.80702,203.92982,111.50877,,,,
2022-09-06T14:37:32+00:00,10616,28.73876,46.00000,19.21755,59.88773,20.84211,204.07018,112.01755,,,,
2022-09-06T14:38:02+00:00,10617,28.73157,46.00000,18.70878,56.49123,20.80702,203.21053,112.50877,,,,
2022-09-06T14:38:32+00:00,10618,28.73174,46.00000,18.49649,52.65087,20.82456,202.80702,112.82456,,,,
2022-09-06T14:39:03+00:00,10619,28.73122,46.00000,17.17193,52.90876,20.56140,200.26315,112.96491,,,,
2022-09-06T14:39:33+00:00,10620,28.73912,46.00000,15.87544,49.64210,20.71930,198.68420,113.08772,,,,
2022-09-06T14:40:03+00:00,10621,28.74315,46.00000,18.47368,61.39121,20.73684,199.96490,113.57895,,,,
2022-09-06T14:40:33+00:00,10622,28.74578,46.00000,17.31228,47.15438,20.85965,199.77193,113.84210,,,,
2022-09-06T14:41:03+00:00,10623,28.74807,46.00000,16.03509,43.04561,20.78947,198.85965,114.10526,,,,
2022-09-06T14:41:33+00:00,10624,28.75246,46.00000,16.90175,52.25438,20.91228,199.08772,114.36842,,,,
2022-09-06T14:42:03+00:00,10625,28.75386,46.00000,17.72631,47.74386,20.82456,199.42105,114.75439,,,,
2022-09-06T14:42:33+00:00,10626,28.75404,46.00000,16.48772,44.24736,20.87719,198.85965,114.75439,,,,
2022-09-06T14:43:03+00:00,10627,28.74912,46.00000,15.72105,38.99474,20.91228,198.85965,114.94736,,,,
2022-09-06T14:43:33+00:00,10628,28.74666,46.00000,16.91052,45.61578,20.84211,199.57895,115.38596,,,,
2022-09-06T14:44:03+00:00,10629,28.74982,46.00000,18.68948,47.45790,20.89474,200.56140,115.73684,,,,
2022-09-06T14:44:33+00:00,10630,28.74947,46.00000,17.00000,48.83861,20.57895,199.59650,115.84210,,,,
2022-09-06T14:45:04+00:00,10631,28.74172,46.00000,18.50862,52.71896,20.84483,200.29311,116.18965,,,,
2022-09-06T14:45:34+00:00,10632,28.73154,46.00000,20.26724,59.51723,20.93103,201.93103,116.34483,,,,
2022-09-06T14:46:04+00:00,10633,28.73258,46.00000,19.84483,64.00518,20.93103,202.50000,116.72414,,,,
2022-09-06T14:46:35+00:00,10634,28.72964,46.00000,18.80690,69.77241,21.18966,203.50000,117.15517,,,,
2022-09-06T14:47:05+00:00,10635,28.73396,46.00000,17.92759,53.82758,21.03448,203.13792,117.43104,,,,
2022-09-06T14:47:36+00:00,10636,28.73085,46.00000,16.43966,49.65344,20.93103,201.36208,117.22414,,,,
2022-09-06T14:48:06+00:00,10637,28.73379,46.00000,16.17759,54.12759,20.84483,200.86208,117.67242,,,,
2022-09-06T14:48:36+00:00,10638,28.74120,46.00000,19.12414,56.52243,21.12069,201.91379,117.84483,,,,
2022-09-06T14:49:07+00:00,10639,28.74413,46.00000,17.26379,47.21552,21.00000,201.75862,117.87931,,,,
2022-09-06T14:49:37+00:00,10640,28.75173,46.00000,15.99138,43.74828,21.05172,200.93103,118.15517,,,,
2022-09-06T14:50:07+00:00,10641,28.75052,46.00000,15.71552,44.28276,21.10345,200.36208,118.24138,,,,
2022-09-06T14:50:38+00:00,10642,28.75552,46.00000,16.58276,48.03276,21.06897,199.77586,118.44827,,,,
2022-09-06T14:51:08+00:00,10643,28.76104,46.00000,15.17758,43.80862,20.91379,199.12070,118.50000,,,,
2022-09-06T14:51:39+00:00,10644,28.76760,46.00000,14.76206,40.79999,21.05172,198.34483,118.56896,,,,
2022-09-06T14:52:09+00:00,10645,28.76173,46.00000,14.96207,41.14138,21.10345,198.50000,118.60345,,,,
2022-09-06T14:52:39+00:00,10646,28.76639,46.00000,16.70690,48.22760,21.06897,199.22414,118.65517,,,,
2022-09-06T14:53:10+00:00,10647,28.76190,46.00000,16.86207,44.29310,21.12069,199.36208,118.81035,,,,
2022-09-06T14:53:40+00:00,10648,28.75345,46.00000,16.31207,45.35862,21.24138,198.94827,118.84483,,,,
2022-09-06T14:54:11+00:00,10649,28.74758,46.00000,15.67759,44.69483,21.15517,199.27586,118.94827,,,,
2022-09-06T14:54:41+00:00,10650,28.74192,46.00000,16.13333,47.21228,21.38597,199.71930,119.12281,,,,
2022-09-06T14:55:11+00:00,10651,28.73982,46.00000,16.17544,48.00702,21.24561,199.56140,119.42105,,,,
2022-09-06T14:55:41+00:00,10652,28.74473,46.00000,15.66666,42.64035,21.43860,199.84210,119.68421,,,,
2022-09-06T14:56:11+00:00,10653,28.74344,46.00000,17.97241,54.69137,21.58621,201.12070,119.93104,,,,
2022-09-06T14:56:41+00:00,10654,28.74620,46.00000,16.69655,50.43104,21.56897,200.86208,119.98276,,,,
2022-09-06T14:57:12+00:00,10655,28.74068,46.00000,16.54138,44.72932,21.48276,200.82759,120.13793,,,,
2022-09-06T14:57:42+00:00,10656,28.73896,46.00000,16.84827,48.16034,21.43103,200.94827,120.22414,,,,
2022-09-06T14:58:13+00:00,10657,28.73810,46.00000,15.63103,43.88449,21.43103,200.12070,120.36207,,,,
2022-09-06T14:58:43+00:00,10658,28.73482,46.00000,17.08103,45.01553,21.41379,200.08621,120.37931,,,,
2022-09-06T14:59:13+00:00,10659,28.71722,46.00000,15.23966,38.42587,21.29310,198.82759,120.46552,,,,
2022-09-06T14:59:44+00:00,10660,28.70826,46.00000,14.82586,42.57068,21.32759,198.17241,120.53448,,,,
2022-09-06T15:00:14+00:00,10661,28.70602,46.00000,15.31034,48.64656,21.56897,199.37930,120.77586,,,,
2022-09-06T15:00:45+00:00,10662,28.70309,46.00000,16.13965,43.58104,21.72414,200.27586,121.06896,,,,
2022-09-06T15:01:15+00:00,10663,28.68898,46.00000,15.54483,43.84138,21.82759,199.60345,121.34483,,,,
2022-09-06T15:01:45+00:00,10664,28.67898,46.00000,15.58793,40.67930,21.81034,198.70689,121.29311,,,,
2022-09-06T15:02:16+00:00,10665,28.67018,46.00000,15.40172,44.92758,21.93103,198.93103,121.34483,,,,
2022-09-06T15:02:46+00:00,10666,28.65811,46.00000,17.55517,51.45861,21.86207,199.67241,121.48276,,,,
2022-09-06T15:03:16+00:00,10667,28.64795,46.12069,17.34828,49.13792,21.82759,199.03448,121.68965,,,,
2022-09-06T15:03:47+00:00,10668,28.63449,47.00000,16.77242,53.50000,21.84483,200.06897,121.94827,,,,
2022-09-06T15:04:18+00:00,10669,28.62793,47.00000,16.70173,48.47067,22.31034,201.06897,122.13793,,,,
2022-09-06T15:04:48+00:00,10670,28.62316,47.00000,17.19825,47.54562,22.43860,201.24562,122.66666,,,,
2022-09-06T15:05:18+00:00,10671,28.62351,47.00000,18.48772,49.70527,22.36842,201.61403,122.87719,,,,
2022-09-06T15:05:48+00:00,10672,28.61596,47.00000,18.10351,52.96317,22.45614,201.57895,122.87719,,,,
2022-09-06T15:06:18+00:00,10673,28.61105,47.00000,17.26667,47.07369,22.49123,201.59650,123.24561,,,,
2022-09-06T15:06:48+00:00,10674,28.61122,47.00000,16.41929,44.99298,22.59649,201.26315,123.52631,,,,
2022-09-06T15:07:18+00:00,10675,28.61016,47.00000,17.20526,48.51051,22.71930,200.85965,123.73684,,,,
2022-09-06T15:07:48+00:00,10676,28.60753,47.00000,17.18947,48.34912,22.45614,200.66667,123.94736,,,,
2022-09-06T15:08:18+00:00,10677,28.58912,47.00000,19.44913,54.96140,22.45614,201.68420,124.05264,,,,
2022-09-06T15:08:48+00:00,10678,28.57158,47.00000,17.17719,50.79649,22.22807,200.49123,124.38596,,,,
2022-09-06T15:09:18+00:00,10679,28.55844,47.00000,16.79297,46.89651,22.26316,199.33333,124.26316,,,,
2022-09-06T15:09:49+00:00,10680,28.55212,47.00000,15.66667,45.44562,22.22807,198.80702,124.29825,,,,
2022-09-06T15:10:19+00:00,10681,28.55230,47.00000,14.84912,49.36316,22.31579,199.14035,124.54386,,,,
2022-09-06T15:10:49+00:00,10682,28.55142,47.00000,15.21404,45.15615,22.50877,199.54385,124.61404,,,,
2022-09-06T15:11:19+00:00,10683,28.55265,47.00000,14.99474,46.65440,22.36842,198.84210,124.73684,,,,
2022-09-06T15:11:49+00:00,10684,28.55440,47.00000,15.71403,42.34035,22.47368,198.28070,124.50877,,,,
2022-09-06T15:12:19+00:00,10685,28.54914,47.00000,15.92455,40.83684,22.36842,198.29825,124.49123,,,,
2022-09-06T15:12:49+00:00,10686,28.54685,47.00000,15.25965,41.72456,22.28070,198.22807,124.66666,,,,
2022-09-06T15:13:19+00:00,10687,28.55440,47.00000,14.70526,41.96665,22.29825,198.05263,124.68421,,,,
2022-09-06T15:13:49+00:00,10688,28.56369,47.00000,14.55088,45.22807,22.26316,197.92982,124.68421,,,,
2022-09-06T15:14:19+00:00,10689,28.57613,47.00000,15.03860,44.88773,22.22807,197.85965,124.80701,,,,
2022-09-06T15:14:49+00:00,10690,28.58842,47.00000,15.25263,42.12983,22.36842,198.49123,124.85965,,,,
2022-09-06T15:15:19+00:00,10691,28.58965,47.00000,16.17895,49.59472,22.28070,199.45615,124.94736,,,,
2022-09-06T15:15:50+00:00,10692,28.59035,47.00000,18.04562,53.24387,22.28070,200.63158,124.98245,,,,
2022-09-06T15:16:20+00:00,10693,28.59753,47.00000,17.63334,49.89825,22.33333,202.08772,125.15790,,,,
2022-09-06T15:16:50+00:00,10694,28.59227,47.00000,17.55438,49.79650,22.29825,202.45615,125.10526,,,,
2022-09-06T15:17:20+00:00,10695,28.58367,47.00000,18.31579,55.85263,22.33333,203.03510,125.29825,,,,
2022-09-06T15:17:50+00:00,10696,28.58245,47.00000,19.12983,60.11403,22.35088,203.61403,125.47369,,,,
2022-09-06T15:18:20+00:00,10697,28.57507,47.00000,18.17193,56.30350,22.28070,203.45615,125.47369,,,,
2022-09-06T15:18:50+00:00,10698,28.57174,47.00000,15.70702,43.23158,22.07018,202.47368,125.28070,,,,
2022-09-06T15:19:20+00:00,10699,28.57086,47.00000,15.74912,42.36492,21.89474,201.12280,125.05264,,,,
2022-09-06T15:19:51+00:00,10700,28.57595,47.00000,16.18246,46.85439,21.85965,200.17545,125.03509,,,,
2022-09-06T15:20:21+00:00,10701,28.57718,47.00000,14.62281,42.18246,21.85965,198.78947,124.91228,,,,
2022-09-06T15:20:51+00:00,10702,28.57454,47.00000,14.55263,37.55088,22.07018,198.31580,124.85965,,,,
2022-09-06T15:21:21+00:00,10703,28.57788,47.00000,16.50702,44.19824,22.19298,199.64912,124.80701,,,,
2022-09-06T15:21:51+00:00,10704,28.57595,47.00000,15.86140,41.18597,22.28070,199.78947,124.94736,,,,
2022-09-06T15:22:21+00:00,10705,28.57349,47.00000,15.67895,45.93859,22.10526,199.38597,124.87719,,,,
2022-09-06T15:22:51+00:00,10706,28.57052,47.00000,15.84210,43.71053,21.94737,198.66667,124.92982,,,,
2022-09-06T15:23:21+00:00,10707,28.56212,47.00000,14.12632,38.19474,22.05263,197.68420,124.89474,,,,
2022-09-06T15:23:51+00:00,10708,28.56456,47.00000,13.72456,37.77894,22.10526,197.33333,124.87719,,,,
2022-09-06T15:24:21+00:00,10709,28.56595,47.00000,13.76491,33.68070,21.73684,195.07018,124.85965,,,,
2022-09-06T15:24:51+00:00,10710,28.56597,47.00000,12.54210,30.08245,21.63158,193.66667,124.66666,,,,
2022-09-06T15:25:21+00:00,10711,28.56526,47.00000,12.45790,30.15614,21.80702,193.38597,124.64912,,,,
2022-09-06T15:25:52+00:00,10712,28.56527,47.00000,15.11228,38.40702,22.07018,195.14035,124.82456,,,,
2022-09-06T15:26:22+00:00,10713,28.56754,47.00000,14.58772,39.24737,21.80702,195.84210,124.82456,,,,
2022-09-06T15:26:52+00:00,10714,28.56439,47.00000,12.85965,29.98772,21.47368,194.66667,124.82456,,,,
2022-09-06T15:27:22+00:00,10715,28.56299,47.00000,12.59123,30.40175,21.36842,193.05263,124.57895,,,,
2022-09-06T15:27:52+00:00,10716,28.55493,47.00000,12.07368,25.14562,21.14035,191.05263,124.45614,,,,
2022-09-06T15:28:22+00:00,10717,28.54089,47.00000,12.13860,24.71930,21.26316,189.96490,124.19299,,,,
2022-09-06T15:28:52+00:00,10718,28.52440,47.00000,12.46842,30.04562,21.24561,188.96490,124.05264,,,,
2022-09-06T15:29:22+00:00,10719,28.50877,47.00000,11.42807,26.51404,20.50877,185.63158,123.70175,,,,
2022-09-06T15:29:53+00:00,10720,28.49569,47.00000,10.60862,23.95862,20.70690,184.29311,123.56896,,,,
2022-09-06T15:30:23+00:00,10721,28.48736,47.00000,10.44035,25.24386,21.35088,184.98245,123.43860,,,,
2022-09-06T15:30:53+00:00,10722,28.48332,47.00000,11.17193,24.27718,21.68421,185.82455,123.54386,,,,
2022-09-06T15:31:23+00:00,10723,28.47771,47.00000,10.88772,24.82983,21.56140,185.64912,123.47369,,,,
2022-09-06T15:31:53+00:00,10724,28.46482,47.00000,11.81724,25.85862,21.50000,185.62070,123.39655,,,,
2022-09-06T15:32:23+00:00,10725,28.45619,47.63793,11.44138,27.90689,21.10345,183.86208,123.13793,,,,
2022-09-06T15:32:54+00:00,10726,28.45343,48.00000,13.32069,34.71724,21.62069,185.01724,123.22414,,,,
2022-09-06T15:33:24+00:00,10727,28.44567,47.84483,12.69655,32.81551,22.10345,187.39655,123.43104,,,,
2022-09-06T15:33:55+00:00,10728,28.43810,47.00000,12.55862,28.08793,21.72414,186.84483,123.25862,,,,
2022-09-06T15:34:25+00:00,10729,28.42398,47.00000,11.81379,23.60517,21.51724,185.62070,123.10345,,,,
2022-09-06T15:34:55+00:00,10730,28.40983,47.00000,11.77414,27.16207,21.82759,186.27586,123.01724,,,,
2022-09-06T15:35:26+00:00,10731,28.40536,47.00000,11.61724,23.91552,22.05172,186.98276,123.08620,,,,
2022-09-06T15:35:56+00:00,10732,28.39949,47.00000,12.51404,29.25263,22.22807,187.31580,123.01755,,,,
2022-09-06T15:36:26+00:00,10733,28.38211,47.00000,12.71579,32.07545,22.26316,188.29825,123.01755,,,,
2022-09-06T15:36:57+00:00,10734,28.37544,47.00000,12.84912,32.68596,21.91228,188.01755,123.10526,,,,
2022-09-06T15:37:27+00:00,10735,28.36947,47.01754,12.99298,28.55439,21.63158,187.71930,123.03509,,,,
2022-09-06T15:37:57+00:00,10736,28.35964,47.92982,11.74737,27.59123,21.17544,185.26315,122.68421,,,,
2022-09-06T15:38:27+00:00,10737,28.34928,48.00000,11.15088,29.61404,21.19298,183.40350,122.49123,,,,
2022-09-06T15:38:57+00:00,10738,28.34543,48.00000,10.96842,25.62281,21.29825,183.03510,122.42105,,,,
2022-09-06T15:39:27+00:00,10739,28.34210,48.00000,11.21754,27.63509,21.50877,182.77193,122.19299,,,,
2022-09-06T15:39:57+00:00,10740,28.34911,48.00000,10.74035,25.34035,21.43860,182.07018,122.05264,,,,
2022-09-06T15:40:27+00:00,10741,28.34771,48.00000,11.68596,27.87368,21.56140,182.71930,121.84210,,,,
2022-09-06T15:40:57+00:00,10742,28.34350,47.87719,10.71403,23.80877,21.50877,182.73685,121.77193,,,,
2022-09-06T15:41:28+00:00,10743,28.34894,48.00000,10.74912,27.27369,20.70175,179.82455,121.54386,,,,
2022-09-06T15:41:58+00:00,10744,28.35876,48.00000,9.70702,23.34913,20.47368,177.35088,120.91228,,,,
2022-09-06T15:42:28+00:00,10745,28.35964,48.00000,10.31403,24.99123,20.42105,175.50877,120.56140,,,,
2022-09-06T15:42:58+00:00,10746,28.37158,48.00000,11.22105,27.01754,20.84211,176.82455,120.47369,,,,
2022-09-06T15:43:28+00:00,10747,28.37263,48.00000,10.88246,24.01930,21.45614,178.10527,120.61404,,,,
2022-09-06T15:43:58+00:00,10748,28.37035,48.00000,10.27720,20.12807,21.40351,177.56140,120.40351,,,,
2022-09-06T15:44:28+00:00,10749,28.36947,48.00000,9.50877,19.45790,20.61403,173.98245,120.10526,,,,
2022-09-06T15:44:58+00:00,10750,28.37105,48.00000,8.76842,20.97017,19.73684,170.85965,119.33334,,,,
2022-09-06T15:45:28+00:00,10751,28.38035,48.00000,8.38596,17.49474,19.14035,166.87720,118.66666,,,,
2022-09-06T15:45:58+00:00,10752,28.38562,48.00000,8.99649,16.88947,19.07018,165.91228,118.07018,,,,
2022-09-06T15:46:28+00:00,10753,28.38984,48.00000,9.18245,19.08246,19.75439,167.17545,117.75439,,,,
2022-09-06T15:46:59+00:00,10754,28.38948,48.00000,9.27368,16.89825,20.19298,168.43860,117.57895,,,,
2022-09-06T15:47:29+00:00,10755,28.38597,48.00000,9.40000,18.13860,20.70175,170.36842,117.66666,,,,
2022-09-06T15:47:59+00:00,10756,28.38246,48.00000,9.05789,16.81228,20.47368,169.45615,117.56140,,,,
2022-09-06T15:48:29+00:00,10757,28.38562,48.00000,8.44737,16.80702,19.54386,165.96490,116.84210,,,,
2022-09-06T15:48:59+00:00,10758,28.38791,48.00000,7.72456,12.13509,18.77193,160.92982,116.17544,,,,
2022-09-06T15:49:29+00:00,10759,28.38966,48.00000,8.14737,15.34912,18.71930,159.42105,115.49123,,,,
2022-09-06T15:49:59+00:00,10760,28.39001,48.00000,8.55614,15.35263,19.01754,160.38597,115.03509,,,,
2022-09-06T15:50:29+00:00,10761,28.38088,48.00000,8.45263,16.14386,18.21053,157.07018,114.36842,,,,
2022-09-06T15:50:59+00:00,10762,28.38510,48.00000,7.52456,14.05438,17.91228,154.31580,113.63158,,,,
2022-09-06T15:51:29+00:00,10763,28.39335,48.00000,8.58596,13.67193,18.71930,156.35088,113.42105,,,,
2022-09-06T15:51:59+00:00,10764,28.39492,48.00000,8.63509,15.65263,19.40351,159.33333,113.21053,,,,
2022-09-06T15:52:30+00:00,10765,28.39247,48.00000,8.85965,15.31579,19.36842,160.59650,113.21053,,,,
2022-09-06T15:53:00+00:00,10766,28.39633,48.00000,7.04912,12.68421,18.28070,156.17545,112.35088,,,,
2022-09-06T15:53:30+00:00,10767,28.39949,48.00000,7.07719,14.21403,17.98246,153.89473,111.77193,,,,
2022-09-06T15:54:00+00:00,10768,28.40089,48.00000,7.50000,15.52281,18.05263,153.22807,111.01755,,,,
2022-09-06T15:54:30+00:00,10769,28.40930,48.00000,7.54035,15.07369,18.03509,152.64912,110.73684,,,,
2022-09-06T15:55:00+00:00,10770,28.41457,48.00000,7.17895,14.48947,17.87719,151.56140,110.14035,,,,
2022-09-06T15:55:30+00:00,10771,28.42998,48.00000,7.14828,13.62931,17.93103,151.24138,109.63793,,,,
2022-09-06T15:56:00+00:00,10772,28.43636,48.00000,7.44310,12.49310,17.93103,151.10345,109.22414,,,,
2022-09-06T15:56:31+00:00,10773,28.44688,48.00000,7.80345,12.89311,18.32759,151.86208,109.03448,,,,
2022-09-06T15:57:01+00:00,10774,28.44826,48.00000,7.77759,15.79655,18.17241,151.55173,108.50000,,,,
2022-09-06T15:57:32+00:00,10775,28.45344,48.00000,7.79827,12.88793,18.51724,152.48276,108.29311,,,,
2022-09-06T15:58:02+00:00,10776,28.45257,48.00000,7.81552,12.63276,19.01724,154.86208,108.34483,,,,
2022-09-06T15:58:32+00:00,10777,28.44792,48.00000,8.01379,14.89827,19.56897,156.98276,108.53448,,,,
2022-09-06T15:59:03+00:00,10778,28.44843,48.00000,7.56896,13.80862,19.84483,158.37930,108.56896,,,,
2022-09-06T15:59:33+00:00,10779,28.44153,48.00000,7.66035,13.83276,18.74138,155.62070,108.08620,,,,
2022-09-06T16:00:04+00:00,10780,28.45499,48.00000,8.75345,18.50000,17.12069,152.93103,107.74138,,,,
2022-09-06T16:00:34+00:00,10781,28.48327,48.00000,23.88448,78.87241,14.24138,166.65517,108.87931,,,,
2022-09-06T16:01:04+00:00,10782,28.50104,48.00000,30.76552,109.59138,13.86207,179.63792,110.36207,,,,
2022-09-06T16:01:35+00:00,10783,28.51605,48.00000,33.05345,148.77933,14.79310,186.25862,111.67242,,,,
2022-09-06T16:02:05+00:00,10784,28.53519,48.00000,41.92241,255.39999,13.68966,190.20689,112.84483,,,,
2022-09-06T16:02:36+00:00,10785,28.56274,47.86207,70.84657,523.83435,13.82759,194.51724,114.39655,,,,
2022-09-06T16:03:06+00:00,10786,28.58551,48.00000,65.61378,493.72760,13.81034,197.44827,115.96552,,,,
